City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
363,Namatanai,PG,-3.67,152.43,80.37,77,96,3.89,overcast clouds
364,Paita,PE,-5.09,-81.11,78.8,57,0,10.29,clear sky
365,Goleniow,PL,53.56,14.83,45.0,87,90,9.17,overcast clouds
366,Yangambi,CD,0.81,24.43,75.06,85,85,2.95,overcast clouds
367,Preobrazheniye,RU,42.9,133.91,26.37,85,0,10.04,clear sky
368,Maseru,LS,-29.32,27.48,72.32,48,100,1.66,overcast clouds
369,Shingu,JP,33.73,135.98,47.3,75,0,7.54,clear sky
370,Benjamin Constant,BR,-4.38,-70.03,84.2,74,40,2.24,scattered clouds
371,Sao Felix Do Xingu,BR,-6.64,-51.99,92.91,45,97,4.81,overcast clouds
372,Gomel,BY,52.43,30.98,44.6,87,90,2.24,overcast clouds
373,Aykhal,RU,66.0,111.5,10.4,85,90,11.18,snow
374,Halifax,CA,44.65,-63.57,55.99,81,75,12.75,broken clouds
375,Dwarka,IN,22.24,68.97,81.03,54,0,11.23,clear sky
376,Qaqortoq,GL,60.72,-46.03,28.4,86,75,3.94,light snow
377,Solhan,TR,38.96,41.03,47.61,62,25,2.73,scattered clouds
378,Avera,US,33.19,-82.53,77.0,69,75,11.41,broken clouds
379,Aksarka,RU,66.56,67.8,13.41,97,100,5.03,light snow
380,Shebalino,RU,51.29,85.68,31.87,85,61,16.69,broken clouds
381,Batagay,RU,67.63,134.63,-26.3,82,0,3.69,clear sky
382,Juneau,US,58.3,-134.42,35.6,93,90,11.41,light rain
383,Broome,US,42.25,-75.83,66.0,51,1,4.7,clear sky
384,Ornskoldsvik,SE,63.29,18.72,35.6,93,99,9.17,overcast clouds
385,Fortuna,US,40.6,-124.16,32.0,52,1,5.82,clear sky
386,Ilebo,CD,-4.32,20.58,72.54,85,100,2.04,overcast clouds
387,Tarauaca,BR,-8.16,-70.77,95.58,40,52,2.06,broken clouds
388,Hovd,MN,48.01,91.64,32.63,74,95,4.41,overcast clouds
389,Denpasar,ID,-8.65,115.22,82.4,78,20,3.36,few clouds
390,Hirara,JP,24.8,125.28,72.64,76,98,25.93,overcast clouds
391,Matagami,CA,49.75,-77.63,59.0,77,1,11.41,clear sky
392,Mackenzie,CA,55.3,-123.17,23.0,92,90,10.29,light snow
393,Yacuiba,BO,-22.04,-63.68,82.4,58,60,9.17,broken clouds
394,Tucuman,AR,-26.82,-65.22,80.6,51,40,6.93,scattered clouds
395,Kokkola,FI,63.84,23.13,42.01,69,0,4.7,clear sky
396,Coquimbo,CL,-29.95,-71.34,59.0,77,75,12.75,broken clouds
397,Sola,VU,-13.88,167.55,81.46,81,95,10.29,light rain
398,Nadvoitsy,RU,63.87,34.32,34.21,88,94,14.14,overcast clouds
399,Disa,IN,24.25,72.17,74.01,25,0,1.48,clear sky
400,Dakoro,NE,14.51,6.76,82.62,19,15,8.93,few clouds
401,Bahraich,IN,27.58,81.6,69.62,45,0,3.15,clear sky
402,Entebbe,UG,0.06,32.45,73.4,83,20,5.82,few clouds
403,Abu Samrah,SY,35.3,37.18,64.54,53,33,6.91,scattered clouds
404,Dutse,NG,11.76,9.34,79.59,26,1,5.97,clear sky
405,Pimentel,PE,-6.84,-79.93,73.4,56,0,14.99,clear sky
406,Henties Bay,NA,-22.12,14.28,63.0,74,0,10.0,clear sky
407,Santa Isabel,BR,-23.32,-46.22,87.8,42,0,3.36,clear sky
408,Atambua,ID,-9.11,124.89,75.54,83,100,3.89,overcast clouds
409,Ormara,PK,25.21,64.64,77.49,73,0,9.44,clear sky
410,Powell River,CA,49.85,-124.54,41.0,60,90,8.05,overcast clouds
411,Gizo,SB,-8.1,156.84,82.49,76,88,8.5,light rain
412,Baykit,RU,61.67,96.37,30.67,94,89,9.1,overcast clouds
413,Ishigaki,JP,24.34,124.16,73.38,78,100,26.11,overcast clouds
414,Chapais,CA,49.78,-74.85,53.6,81,20,9.17,few clouds
415,Charters Towers,AU,-20.1,146.27,66.97,78,16,12.33,few clouds
416,Axim,GH,4.87,-2.24,81.5,77,61,7.92,light rain
417,Strazske,SK,48.87,21.84,44.6,87,19,4.92,few clouds
418,Gaurnadi,BD,22.97,90.23,72.03,68,0,3.29,clear sky
419,Balezino,RU,57.98,53.01,30.58,97,100,12.39,overcast clouds
420,Pemangkat,ID,1.17,108.97,76.37,89,100,5.66,overcast clouds
421,Diffa,NE,13.32,12.61,80.42,19,0,10.07,clear sky
422,Cherskiy,RU,68.75,161.3,3.02,94,100,5.12,light snow
423,Harlingen,US,26.19,-97.7,82.0,69,20,11.41,few clouds
424,Narsaq,GL,60.92,-46.05,28.4,86,75,3.42,light snow
425,Shenjiamen,CN,29.96,122.3,59.5,63,26,9.86,scattered clouds
426,Tambacounda,SN,13.75,-13.76,98.6,37,20,4.7,few clouds
427,Sehithwa,BW,-20.47,22.72,85.57,29,60,14.5,broken clouds
428,Margate,GB,51.38,1.39,57.0,89,51,1.01,light rain
429,Gubkinskiy,RU,64.43,76.5,17.64,97,93,4.56,overcast clouds
430,Rudnya,RU,54.95,31.09,33.8,89,2,6.71,clear sky
431,Cap Malheureux,MU,-19.98,57.61,73.99,69,8,5.99,clear sky
432,Cooma,AU,-36.23,149.13,44.6,100,4,6.93,clear sky
433,Bawku,GH,11.06,-0.24,90.77,19,100,4.99,overcast clouds
434,Tuxpan,MX,19.55,-103.4,77.0,69,5,1.92,clear sky
435,Emba,KZ,48.83,58.14,35.55,82,22,8.79,few clouds
436,Illela,NG,13.73,5.3,85.05,15,18,8.1,few clouds
437,Yerbogachen,RU,61.28,108.01,35.92,87,100,11.32,overcast clouds
438,San Quintin,MX,30.48,-115.95,60.04,57,71,10.96,broken clouds
439,Mahina,PF,-17.51,-149.49,71.6,100,75,2.24,light rain
440,Khandyga,RU,62.67,135.6,-18.11,86,0,1.9,clear sky
441,Dalmau,IN,26.07,81.03,69.58,27,0,0.13,clear sky
442,San Cristobal,VE,7.77,-72.22,86.0,62,40,6.93,scattered clouds
443,Bavly,RU,54.39,53.26,31.89,93,98,11.36,overcast clouds
444,Marawi,PH,8.0,124.29,75.0,95,96,3.0,overcast clouds
445,Yamandu,SL,7.94,-11.49,85.05,65,99,2.73,overcast clouds
446,Severnoye,RU,56.35,78.36,34.14,90,97,13.15,overcast clouds
447,Sao Joao Da Barra,BR,-21.64,-41.05,84.2,66,75,9.53,broken clouds
448,Tamandare,BR,-8.76,-35.1,80.74,76,47,13.4,scattered clouds
449,Richards Bay,ZA,-28.78,32.04,70.68,76,97,15.17,light rain
450,Kaka,TM,37.35,59.61,49.41,65,0,6.38,clear sky
451,Linjiang,CN,41.81,126.91,23.4,81,0,1.66,clear sky
452,Acapulco,MX,16.86,-99.89,84.2,70,5,2.24,clear sky
453,Itoman,JP,26.12,127.67,69.8,64,75,12.75,broken clouds
454,Escarcega,MX,18.61,-90.75,83.88,58,13,5.32,few clouds
455,Half Moon Bay,US,37.46,-122.43,50.0,42,1,6.93,clear sky
456,Rocha,UY,-34.48,-54.33,69.94,59,100,9.78,overcast clouds
457,San Patricio,US,28.02,-97.52,82.99,65,40,13.87,scattered clouds
458,Vrangel,RU,42.73,133.08,29.75,84,0,14.05,clear sky
459,Faanui,PF,-16.48,-151.75,78.24,82,84,16.15,broken clouds
460,Scottsbluff,US,41.87,-103.67,28.4,79,90,8.05,overcast clouds
461,Kormilovka,RU,55.0,74.1,33.8,80,0,11.18,clear sky
462,Bima,ID,-8.47,118.72,78.6,81,100,4.65,overcast clouds
463,Santa Cruz,BO,-17.8,-63.17,82.4,61,75,24.16,heavy intensity rain
464,Kysyl-Syr,RU,63.9,122.76,-7.02,89,50,11.14,scattered clouds
465,Codrington,AU,-38.27,141.97,67.77,41,29,12.01,scattered clouds
466,Banda Aceh,ID,5.56,95.32,79.23,82,97,4.5,overcast clouds
467,Sibu,MY,2.3,111.82,75.2,94,40,4.7,scattered clouds
468,Ilo,PE,-17.64,-71.34,66.2,72,90,6.93,overcast clouds
469,La Union,PE,-5.4,-80.75,83.84,35,81,7.94,broken clouds
470,Moussoro,TD,13.64,16.49,84.78,19,9,9.95,clear sky
471,Liwale,TZ,-9.77,37.93,81.84,41,62,8.23,broken clouds
472,Leh,IN,34.17,77.58,34.72,56,79,3.06,broken clouds
473,La Ciotat,FR,43.17,5.6,63.0,85,87,8.21,overcast clouds
474,Ayr,GB,55.46,-4.63,55.4,87,40,4.7,scattered clouds
475,Nantucket,US,41.28,-70.1,68.0,56,1,10.29,clear sky
476,Pocri,PA,8.27,-80.55,82.4,78,40,3.36,scattered clouds
477,Sinjar,IQ,36.32,41.88,67.24,54,54,4.09,broken clouds
478,Palamos,ES,41.85,3.13,61.0,51,100,7.43,overcast clouds
479,Sabha,LY,27.04,14.43,61.07,51,1,1.12,clear sky
480,Altay,CN,47.87,88.12,30.88,86,45,3.96,scattered clouds
481,Xichang,CN,27.9,102.26,51.39,71,2,1.03,clear sky
482,Vanimo,PG,-2.67,141.3,79.75,78,100,2.1,overcast clouds
483,Walla Walla,US,46.06,-118.34,28.99,79,1,6.93,clear sky
484,Naro Moru,KE,-0.17,37.02,59.65,95,94,2.62,moderate rain
485,Sinnar,SD,13.57,33.57,85.05,21,74,10.22,broken clouds
486,Roma,US,43.21,-75.46,66.99,51,1,4.7,clear sky
487,Portland,US,45.52,-122.68,35.6,71,90,3.36,fog
488,Cururupu,BR,-1.83,-44.87,85.12,71,100,8.84,overcast clouds
489,Almaznyy,RU,48.04,40.05,46.4,81,75,4.47,broken clouds
490,Sinnamary,GF,5.38,-52.95,85.73,63,40,9.19,scattered clouds
491,Olafsvik,IS,64.89,-23.71,45.41,92,100,19.91,overcast clouds
492,Cardonal,MX,20.6,-99.13,72.5,40,0,1.68,clear sky
493,Maryborough,AU,-25.53,152.7,63.0,71,34,1.01,scattered clouds
494,Yaan,NG,7.38,8.57,84.25,38,16,4.05,few clouds
495,Bobrovka,RU,54.05,61.75,31.98,91,60,12.39,broken clouds
496,Puerto Carreno,CO,6.19,-67.49,90.61,56,36,1.61,scattered clouds
497,Uruzgan,AF,32.83,66.0,41.67,51,0,1.41,clear sky
498,Saint-Georges,GD,12.06,-61.75,86.0,74,40,21.92,scattered clouds
499,Balotra,IN,25.83,72.23,77.95,21,0,2.35,clear sky
500,Lusaka,ZM,-15.41,28.29,83.93,19,54,7.83,broken clouds
501,Stromness,GB,58.97,-3.3,50.0,100,75,10.29,mist
502,Los Llanos De Aridane,ES,28.66,-17.92,71.6,68,75,5.82,broken clouds
503,Kavaratti,IN,10.57,72.64,83.77,76,95,8.43,overcast clouds
504,Vila Velha,BR,-20.33,-40.29,87.8,58,20,12.75,few clouds
505,Narrabri,AU,-30.32,149.78,55.4,71,0,2.24,clear sky
506,Krasnoselkup,RU,65.7,82.47,7.68,95,87,7.58,overcast clouds
507,Muret,FR,43.33,1.25,66.2,59,40,3.36,scattered clouds
508,White Rock,CA,49.02,-122.8,37.4,59,100,2.24,overcast clouds
509,Roebourne,AU,-20.78,117.13,72.72,49,0,13.78,clear sky
510,Peleduy,RU,59.63,112.74,31.98,96,93,7.56,overcast clouds
511,Skowhegan,US,44.77,-69.72,62.01,87,1,4.81,clear sky
512,Conde,BR,-7.26,-34.91,86.0,70,75,16.11,broken clouds
513,Tiarei,PF,-17.53,-149.33,71.6,100,75,2.24,light rain
514,Huancabamba,PE,-5.24,-79.45,74.32,45,96,2.28,light rain
515,Fairbanks,US,64.84,-147.72,26.01,89,100,1.01,overcast clouds
516,Dauphin,CA,51.15,-100.05,19.4,89,90,13.87,overcast clouds
517,Westport,US,41.14,-73.36,72.0,55,1,6.93,clear sky
518,Englehart,CA,47.82,-79.87,60.8,72,75,13.87,broken clouds
519,Kangaatsiaq,GL,68.31,-53.46,15.89,86,82,5.77,broken clouds
520,Norrtalje,SE,59.76,18.7,46.0,88,36,5.01,scattered clouds
521,Kendari,ID,-3.94,122.5,74.93,87,100,1.77,overcast clouds
522,Ustka,PL,54.58,16.86,44.96,82,10,7.02,clear sky
523,Boguchany,RU,58.38,97.45,35.94,85,100,8.93,overcast clouds
524,Galatas,GR,37.5,23.45,63.0,69,26,3.0,scattered clouds
525,Arcachon,FR,44.59,-1.05,66.2,63,0,2.24,clear sky
526,Santa Marinella,IT,42.03,11.85,62.01,88,3,5.01,clear sky
527,Nago,JP,26.59,127.98,68.0,68,90,11.41,overcast clouds
528,Honiara,SB,-9.43,159.95,77.0,94,20,2.24,few clouds
529,Iwanai,JP,42.97,140.51,34.23,87,99,13.22,light rain
530,Gat,IL,31.61,34.76,73.0,67,3,6.73,clear sky
531,Trinidad,BO,-14.83,-64.9,86.0,66,75,4.7,broken clouds
532,Geraldton,AU,-28.77,114.6,60.8,59,75,16.11,broken clouds
533,Vitim,RU,59.45,112.56,31.64,95,89,7.58,overcast clouds
534,Marsh Harbour,BS,26.54,-77.06,79.3,82,82,21.05,broken clouds
535,Mnogovershinnyy,RU,53.94,139.92,13.91,96,100,11.56,light snow
536,Alta Floresta,BR,-9.88,-56.09,92.89,43,67,4.99,light rain
537,At-Bashi,KG,41.17,75.81,31.95,85,33,0.47,scattered clouds
538,Praia Da Vitoria,PT,38.73,-27.07,68.0,68,40,22.3,scattered clouds
539,Mayor Pablo Lagerenza,PY,-19.93,-60.77,98.82,29,100,7.78,overcast clouds
540,Kindu,CD,-2.95,25.95,72.14,96,99,2.46,overcast clouds
541,Christchurch,NZ,-43.53,172.63,48.0,93,87,3.36,overcast clouds
542,Southampton,GB,50.9,-1.4,57.2,93,40,3.36,shower rain
543,Farafangana,MG,-22.82,47.83,73.09,86,3,9.84,clear sky
544,Bone,DE,51.97,12.14,44.01,92,39,4.0,scattered clouds
545,Barstow,US,34.9,-117.02,39.0,64,1,10.29,clear sky
546,Catuday,PH,16.29,119.81,78.8,84,94,5.06,light rain
547,Soyo,AO,-6.13,12.37,78.35,83,95,10.87,overcast clouds
548,Vesyegonsk,RU,58.66,37.26,37.96,82,99,14.92,overcast clouds
549,Yar-Sale,RU,66.83,70.83,8.58,94,99,9.26,overcast clouds
550,Ratnagiri,IN,16.98,73.3,77.05,65,0,5.55,clear sky
551,Palmer,US,42.16,-72.33,69.01,50,0,3.49,clear sky
552,Knysna,ZA,-34.04,23.05,59.0,62,40,8.05,scattered clouds
553,Vyritsa,RU,59.41,30.35,42.8,75,75,17.9,broken clouds
554,Leyland,GB,53.7,-2.69,55.99,93,75,5.82,broken clouds
555,Majene,ID,-3.54,118.97,79.39,79,97,6.02,overcast clouds
556,Rawson,AR,-43.3,-65.1,79.74,36,43,15.23,scattered clouds
557,Druzhba,UA,52.04,33.95,38.91,76,16,6.29,few clouds
558,Ipswich,GB,52.06,1.16,55.99,100,75,9.17,mist
559,Voh,NC,-20.97,164.7,69.08,78,79,6.89,broken clouds
560,Agbor,NG,6.25,6.19,81.14,73,75,3.22,light rain
561,Mosquera,CO,4.71,-74.23,62.6,63,40,6.93,scattered clouds
562,Yulara,AU,-25.24,130.99,78.8,31,55,2.24,broken clouds
563,Kongoussi,BF,13.33,-1.53,90.27,12,3,8.25,clear sky
564,Pangody,RU,65.85,74.49,14.02,97,100,5.46,overcast clouds
565,Turochak,RU,52.26,87.12,33.22,94,87,3.04,overcast clouds
566,Bathsheba,BB,13.22,-59.52,86.0,74,40,14.99,shower rain
567,Russell,US,32.35,-85.2,75.2,69,75,12.75,broken clouds
568,Tazovskiy,RU,67.47,78.7,2.03,94,95,7.96,overcast clouds
569,Cabo Rojo,PR,18.09,-67.15,88.0,71,100,5.01,overcast clouds
570,Elliot,ZA,-31.33,27.85,49.57,92,100,7.52,overcast clouds
571,Hermiston,US,45.84,-119.29,30.0,74,1,4.7,clear sky
572,Kailua,US,21.4,-157.74,78.8,74,75,12.75,broken clouds
573,Helong,CN,42.54,129.0,19.24,81,0,4.03,clear sky
574,Dir,PK,35.21,71.88,52.18,40,65,3.87,broken clouds
575,Passo De Camaragibe,BR,-9.24,-35.49,78.8,88,75,12.75,shower rain
576,Valley City,US,46.92,-98.0,26.6,58,40,20.8,scattered clouds
577,Mporokoso,ZM,-9.37,30.12,74.44,48,100,2.15,overcast clouds
578,Coari,BR,-4.08,-63.14,89.74,59,78,3.83,broken clouds
579,Effium,NG,6.63,8.06,84.58,57,47,1.14,scattered clouds
580,Xambioa,BR,-6.41,-48.54,95.2,39,82,7.31,broken clouds
581,Mecca,SA,21.43,39.83,81.46,66,0,6.06,clear sky
582,Campbell River,CA,50.02,-125.24,39.99,89,75,2.24,broken clouds
583,Hammerfest,NO,70.66,23.68,33.8,84,75,19.46,light rain
584,Upington,ZA,-28.45,21.26,78.8,10,0,12.75,clear sky
585,Zaragoza,ES,41.66,-0.88,62.6,67,20,0.94,few clouds
586,Nacala,MZ,-14.54,40.67,79.68,79,37,8.28,scattered clouds
587,Sidi Ali,DZ,36.1,0.42,63.27,84,23,5.86,few clouds
588,Serra,BR,-20.13,-40.31,87.8,58,20,12.75,few clouds
589,Lavrentiya,RU,65.58,-171.0,32.77,96,100,29.82,overcast clouds
590,Parry Sound,CA,45.35,-80.03,64.0,59,85,7.58,overcast clouds
591,Akonolinga,CM,3.77,12.25,74.73,77,69,1.05,broken clouds
592,Bograd,RU,54.23,90.83,39.2,64,0,17.9,clear sky
593,Matay,EG,28.42,30.78,73.0,52,91,7.7,overcast clouds
594,Guarapari,BR,-20.67,-40.5,86.0,68,66,11.9,moderate rain
595,Torit,SS,4.41,32.57,76.28,75,81,1.54,light rain
596,Linxia,CN,35.6,103.21,41.29,60,0,1.57,clear sky
597,Puerto Escondido,MX,15.85,-97.07,86.0,62,20,4.7,few clouds
598,Kuryk,KZ,43.2,51.65,53.01,77,0,7.7,clear sky
599,Muncar,ID,-8.43,114.33,77.38,84,100,1.79,overcast clouds
600,Pokrovskoye,RU,47.42,38.9,48.42,69,64,2.01,broken clouds
601,Mount Gambier,AU,-37.83,140.77,66.2,48,0,8.05,clear sky
602,Talcahuano,CL,-36.72,-73.12,66.2,63,0,12.75,clear sky
603,Ubatuba,BR,-23.43,-45.07,93.2,28,20,4.7,few clouds
604,Alofi,NU,-19.06,-169.92,71.6,94,40,8.05,scattered clouds
605,Sur,OM,22.57,59.53,77.9,74,1,4.9,clear sky
606,Owatonna,US,44.08,-93.23,62.6,93,90,14.99,drizzle
607,Cumberland,US,35.05,-78.87,73.99,77,90,6.93,light rain
608,Guanare,VE,9.04,-69.74,89.51,60,99,2.39,overcast clouds
609,Porbandar,IN,21.64,69.61,80.26,44,0,12.48,clear sky
610,Lima,PE,-12.04,-77.03,69.8,60,75,9.17,broken clouds
611,Moose Factory,CA,51.26,-80.61,62.6,77,1,14.99,clear sky
612,Baiyin,CN,36.56,104.21,43.0,50,0,8.95,clear sky
613,Aleksandrov Gay,RU,50.15,48.57,39.25,69,0,5.23,clear sky
614,Yarkovo,RU,57.4,67.08,31.71,96,98,8.72,overcast clouds
615,Miles City,US,46.41,-105.84,17.6,78,75,16.11,broken clouds
616,Safford,US,32.83,-109.71,48.2,61,90,14.99,overcast clouds
617,Davila,PH,18.47,120.58,79.57,82,95,21.09,overcast clouds
618,Okakarara,NA,-20.58,17.43,88.34,15,82,15.19,broken clouds
619,Barcanesti,RO,44.88,26.05,46.4,100,90,3.36,mist
620,Picos,BR,-7.08,-41.47,96.49,29,1,9.64,clear sky
621,Mount Isa,AU,-20.73,139.5,73.4,28,0,14.47,clear sky
622,Lidkoping,SE,58.51,13.16,46.4,87,75,2.8,broken clouds
623,Mansa,IN,29.98,75.38,65.77,25,45,3.22,scattered clouds
624,Young,UY,-32.68,-57.63,68.0,78,100,4.0,overcast clouds
625,Kintampo,GH,8.06,-1.73,85.82,54,100,2.06,overcast clouds
626,Dekar,BW,-21.53,21.93,89.74,22,24,5.03,few clouds
627,Ola,RU,59.58,151.28,6.69,86,35,12.77,scattered clouds
628,Bedele,ET,8.46,36.35,56.55,97,2,2.82,clear sky
629,Baracoa,CU,20.35,-74.5,86.09,67,57,9.93,broken clouds
630,Kaohsiung,TW,22.62,120.31,71.6,73,75,2.24,broken clouds
631,Manyana,BW,-23.4,21.72,85.44,26,67,12.88,broken clouds
632,Bilibino,RU,68.05,166.44,-2.9,90,96,1.25,overcast clouds
633,Lovrenc Na Pohorju,SI,46.54,15.39,39.99,85,11,0.16,few clouds
634,Kovur,IN,14.48,79.98,72.45,65,0,6.98,clear sky
635,Ixtapa,MX,20.7,-105.2,82.0,61,5,2.24,clear sky
636,Brownsville,US,25.9,-97.5,82.4,61,40,12.75,scattered clouds
637,Chara,RU,56.91,118.26,16.63,91,45,2.08,scattered clouds
638,Sangar,RU,63.92,127.47,-15.7,86,16,8.79,few clouds
639,Kletskaya,RU,49.31,43.06,42.08,59,0,4.41,clear sky
640,Hanmer Springs,NZ,-42.52,172.82,43.16,86,100,2.64,overcast clouds
641,Trelew,AR,-43.25,-65.31,86.2,24,39,10.67,scattered clouds
642,Daru,PG,-9.08,143.21,79.45,83,100,14.09,light rain
643,Piacabucu,BR,-10.41,-36.43,82.54,68,38,13.2,scattered clouds
644,Mayo,US,38.89,-76.51,73.99,93,1,9.17,mist
645,Manaia,NZ,-39.55,174.13,48.0,96,100,4.0,light rain
646,Guerrero Negro,MX,27.98,-114.06,67.69,50,45,15.84,scattered clouds
647,Ghugus,IN,19.93,79.13,64.15,48,0,2.1,clear sky
648,Tomatlan,MX,19.93,-105.25,87.8,52,0,1.36,clear sky
649,Ligayan,PH,4.65,119.47,84.02,78,53,15.77,broken clouds
650,Oranjestad,AW,12.52,-70.03,78.8,94,40,2.24,scattered clouds
651,Goure,NE,13.98,10.27,82.99,24,0,5.01,clear sky
652,Ugoofaaru,MV,5.67,73.0,84.04,75,100,9.42,overcast clouds
653,Kalmunai,LK,7.42,81.82,79.29,84,36,8.93,light rain
654,Apac,UG,1.98,32.54,67.48,92,98,3.27,light rain
655,High Rock,BS,26.62,-78.28,82.4,83,75,18.34,broken clouds
656,Cedar City,US,37.68,-113.06,28.4,86,90,5.82,overcast clouds
657,Killybegs,IE,54.63,-8.45,57.2,87,0,8.05,clear sky
658,Kalety,PL,50.56,18.89,42.01,100,90,6.93,mist
659,Brigantine,US,39.41,-74.36,71.6,64,1,5.82,clear sky
660,Puerto Del Rosario,ES,28.5,-13.86,73.4,69,75,11.41,broken clouds
661,Kankan,GN,10.39,-9.31,91.09,28,24,2.21,few clouds
662,Pochutla,MX,15.74,-96.47,84.99,66,75,4.76,broken clouds
663,Maihar,IN,24.27,80.75,63.81,31,0,2.24,clear sky
664,Kempele,FI,64.91,25.5,41.0,56,0,19.46,clear sky
665,Pandan,PH,14.05,124.17,81.32,87,98,12.57,light rain
666,Woodward,US,36.43,-99.39,66.2,72,90,17.22,overcast clouds
667,Shitanjing,CN,39.23,106.34,41.58,61,0,4.05,clear sky
668,Buala,SB,-8.14,159.59,80.29,80,0,5.66,clear sky
669,Bezhetsk,RU,57.79,36.7,37.94,90,88,16.82,overcast clouds
670,Taksimo,RU,56.34,114.88,14.0,93,84,1.43,broken clouds
671,Tomaszow Lubelski,PL,50.45,23.42,41.0,99,98,7.36,overcast clouds
672,Anadyr,RU,64.75,177.48,28.4,92,75,17.9,light snow
673,Cascais,PT,38.7,-9.42,66.2,68,20,8.05,few clouds
674,Namie,JP,37.48,141.0,39.99,86,4,5.91,clear sky
675,Rosetta,EG,31.4,30.42,71.6,68,40,4.7,scattered clouds
676,Faya,SA,18.39,42.45,66.2,72,0,4.7,clear sky
677,Noumea,NC,-22.28,166.46,64.4,72,75,3.36,broken clouds
678,Lahij,YE,13.17,44.58,73.56,73,0,5.59,clear sky
679,Port Charlotte,US,26.98,-82.09,81.0,88,90,14.99,light rain
680,Benguela,AO,-12.58,13.41,80.6,69,20,6.93,few clouds
681,Kommunar,RU,59.62,30.39,42.8,75,75,17.9,broken clouds
682,Banepa,NP,27.63,85.52,55.4,82,20,3.36,few clouds
683,Northam,GB,51.03,-4.22,55.99,94,100,7.0,overcast clouds
684,Marzuq,YE,14.4,46.47,67.87,54,0,2.57,clear sky
685,Kutum,SD,14.2,24.67,75.27,25,2,6.42,clear sky
686,Mercedes,AR,-34.65,-59.43,77.0,46,100,1.99,overcast clouds
687,Macusani,PE,-14.08,-70.43,50.38,50,52,8.66,light rain
688,Samoylovka,RU,51.18,43.71,35.78,80,0,6.51,clear sky
689,Borodyanka,UA,50.64,29.92,46.4,100,100,4.47,overcast clouds
690,Severomuysk,RU,56.15,113.43,20.35,97,32,2.89,scattered clouds
691,Nara,JP,34.69,135.8,51.01,56,38,6.46,scattered clouds
692,Dunedin,NZ,-45.87,170.5,50.0,81,51,1.01,broken clouds
693,Altamira,BR,-3.2,-52.21,89.6,62,75,6.93,broken clouds
694,Baghdad,IQ,33.34,44.4,69.8,64,40,4.7,scattered clouds
695,Komsomolskoye,RU,55.26,47.55,33.19,90,100,14.5,overcast clouds
696,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,94.73,46,97,1.99,overcast clouds
697,Buraydah,SA,26.33,43.98,75.2,60,90,29.97,overcast clouds
698,Barberton,ZA,-25.79,31.05,82.4,58,0,10.29,clear sky
699,Ouro Fino,BR,-22.28,-46.37,87.8,31,20,4.36,few clouds
700,Teacapan,MX,22.55,-105.75,85.37,58,0,1.63,clear sky
701,Nagato,JP,34.38,131.2,51.8,66,40,6.93,scattered clouds
702,Kismayo,SO,-0.36,42.55,81.66,75,68,15.01,light rain
703,Grand Forks,US,47.94,-97.43,30.2,58,75,11.41,broken clouds
704,Athabasca,CA,54.72,-113.29,8.6,84,12,3.36,few clouds
705,Chino Valley,US,34.76,-112.45,37.0,80,75,3.36,broken clouds
706,Vila Do Maio,CV,15.13,-23.22,84.2,62,0,23.04,clear sky
707,Bada,RU,51.39,109.87,28.58,92,0,3.53,clear sky
708,Beboto,TD,8.27,16.94,81.18,37,40,3.24,scattered clouds
709,Arawa,PG,-6.21,155.54,77.83,81,100,0.83,overcast clouds
710,Gornopravdinsk,RU,60.05,69.9,28.96,98,99,8.66,overcast clouds
711,Havre-Saint-Pierre,CA,50.23,-63.6,32.0,90,90,6.93,overcast clouds
712,Sattahip,TH,12.67,100.9,77.0,73,20,8.05,few clouds
713,Sterling,US,39.01,-77.43,72.0,72,1,4.36,clear sky
714,Kainantu,PG,-6.29,145.87,58.5,94,36,1.45,scattered clouds
715,Montelibano,CO,7.98,-75.42,83.39,80,86,3.96,moderate rain
716,Barguzin,RU,53.62,109.62,30.78,93,44,3.58,scattered clouds
717,Udachnyy,RU,66.42,112.4,10.4,85,90,11.18,snow
718,Holme,DK,56.11,10.17,48.2,87,82,5.82,broken clouds
719,Boma,GH,7.08,-2.17,83.62,67,100,1.32,overcast clouds
720,Bintulu,MY,3.17,113.03,77.0,88,40,6.93,scattered clouds
721,Les Cayes,HT,18.2,-73.75,82.33,80,80,10.02,broken clouds
722,Grindavik,IS,63.84,-22.43,46.4,93,90,20.8,light intensity drizzle
723,Basoko,CD,1.24,23.62,73.74,92,79,4.45,broken clouds
724,Fukue,JP,32.69,128.84,58.91,51,14,16.89,few clouds
725,Kupang,ID,-10.17,123.58,81.3,77,100,8.95,overcast clouds
726,Iranshahr,IR,27.2,60.68,73.4,18,0,6.29,clear sky
727,Teshie,GH,5.58,-0.11,84.2,79,20,10.29,few clouds
728,Ilanskiy,RU,56.24,96.06,35.33,96,100,11.03,light rain
729,Maine-Soroa,NE,13.21,12.02,82.17,17,0,9.22,clear sky
730,Road Town,VG,18.42,-64.62,86.0,74,40,12.75,scattered clouds
731,Waipawa,NZ,-41.41,175.52,50.0,100,100,29.97,moderate rain
732,Marsa Matruh,EG,31.35,27.25,68.0,60,75,9.17,broken clouds
733,Sabang,ID,5.89,95.32,81.39,77,96,5.12,overcast clouds
