City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1484,Santa Rosa,PH,80.01,heavy intensity rain,14.31,121.11,Erlyn’s Sta Rosa City Home
1491,San Rafael,AR,82.67,few clouds,-34.62,-68.33,Hotel San Rafael
1494,Horizontina,BR,77.0,light rain,-27.63,-54.31,Hotel Avenida
1496,Ascension,US,78.8,scattered clouds,30.22,-90.9,Highland Inn
1499,Kralendijk,BQ,87.8,broken clouds,12.15,-68.27,Divi Flamingo Beach Resort & Casino
1500,Yanam,IN,82.4,haze,16.73,82.22,The Regency Hotel
1501,Kangaba,ML,93.72,clear sky,11.93,-8.42,Hôtel Mandé
1502,Gwanda,ZW,89.69,broken clouds,-20.93,29.0,Mafax Homeways
1503,Cotonou,BJ,86.0,scattered clouds,6.37,2.42,Novotel Cotonou Orisha
1508,Maragogi,BR,79.9,broken clouds,-9.01,-35.22,Salinas do Maragogi All Inclusive Resort
1510,Dori,BF,90.25,few clouds,14.04,-0.03,Oasis Annexe
1515,Umm Kaddadah,SD,82.72,few clouds,13.6,26.69,
1517,Santa Isabel Do Rio Negro,BR,88.97,overcast clouds,-0.41,-65.02,Hotel GSA
1518,Mwinilunga,ZM,80.38,broken clouds,-11.74,24.43,Kwakuwahi Lodge
1519,Guiratinga,BR,92.05,light rain,-16.35,-53.76,Hotel Angra do Cerrado - Guiratinga MT
1521,Arukutti,IN,84.2,mist,9.87,76.35,Ramada Resort by Wyndham Kochi
1523,Kathu,TH,84.99,broken clouds,7.92,98.33,Novotel Phuket Resort
1524,Gaoua,BF,91.09,overcast clouds,10.3,-3.25,
1526,Porto Novo,BJ,86.0,scattered clouds,6.5,2.6,Tour Eiffel Hotel Benin
1527,Beinamar,TD,81.32,few clouds,8.67,15.38,
1528,Kununurra,AU,80.6,broken clouds,-15.77,128.73,Hotel Kununurra
1530,Moa,CU,86.5,scattered clouds,20.66,-74.94,Renta en Divisa
1531,Kampot,KH,78.8,few clouds,10.62,104.18,Champa Lodge
1533,Gaoual,GN,93.36,clear sky,11.75,-13.2,Hotel koliba
1534,Coron,PH,79.23,scattered clouds,12.0,120.2,Coron Westown Resort
1541,Acopiara,BR,93.2,broken clouds,-6.1,-39.45,Pousada E Restaurante Deus & Cia
1542,Makakilo City,US,78.8,clear sky,21.35,-158.09,Marriott's Ko Olina Beach Club
1547,Jam Sahib,PK,75.2,smoke,26.3,68.63,Al Madina
1550,Manokwari,ID,79.36,broken clouds,-0.87,134.08,Swiss Belhotel Manokwari
1558,Felipe Carrillo Puerto,MX,84.88,few clouds,19.58,-88.05,Hotel La Ceiba
1559,Mtama,TZ,76.95,scattered clouds,-10.3,39.37,
1562,Suarez,CO,84.0,light rain,2.95,-76.7,Hotel Estrella Dorada
1563,Sao Jose Da Coroa Grande,BR,80.46,scattered clouds,-8.9,-35.15,Crôa Mares Hotel
1567,Palatka,US,81.0,overcast clouds,29.65,-81.64,Holiday Inn Express & Suites Palatka Northwest
1568,Savalou,BJ,90.01,broken clouds,7.93,1.98,Hotel F&F
1570,Chalmette,US,77.0,clear sky,29.94,-89.96,Marina Motel Chalmette
1572,Bumbuna,SL,81.77,few clouds,9.05,-11.73,Joel Inn
1577,Bayonet Point,US,82.99,overcast clouds,28.33,-82.68,Holiday Inn Express & Suites Port Richey
1579,Palimbang,PH,79.12,broken clouds,6.21,124.19,Felmar Beach resort
1580,Berbera,SO,81.16,clear sky,10.44,45.01,Damal Hotel
1581,Paramirim,BR,86.95,broken clouds,-13.44,-42.24,Pousada Rio Pequeno
1582,Tiruttani,IN,80.6,few clouds,13.18,79.61,Karthikeyan Cottages
1584,Balabac,PH,80.73,light rain,7.99,117.06,Sing and Swing Lodge
1585,Chadiza,ZM,84.07,scattered clouds,-14.07,32.44,Sankhani Lodge
1586,Soure,BR,86.02,broken clouds,-0.72,-48.52,Hotel Marajó
1600,Kuching,MY,75.2,scattered clouds,1.55,110.33,Hilton Kuching
1606,Sungairaya,ID,77.94,overcast clouds,0.7,108.9,808 artel
1607,Songea,TZ,82.4,few clouds,-10.68,35.65,mtakuja
1610,Srandakan,ID,78.6,overcast clouds,-7.94,110.25,Puri Brata
1612,Ambovombe,MG,76.26,clear sky,-25.17,46.08,MONJA Talilisoa
1613,Lamu,KE,77.0,overcast clouds,-2.27,40.9,Lamu House
1616,Bonthe,SL,82.74,light rain,7.53,-12.51,Bonthe Holiday Village
1617,Pedernales,DO,78.8,light rain,18.04,-71.74,Hotel Costa Marina
1621,Coronon,PH,78.8,broken clouds,6.88,125.45,Sanjo Navarro Boarding House
1626,Chimoio,MZ,86.0,few clouds,-19.12,33.48,Predio Livraria Ahmed
1637,Chone,EC,86.68,overcast clouds,-0.68,-80.1,Velázquez's
1648,Chunhuhub,MX,84.78,few clouds,19.55,-88.68,
1650,Sibolga,ID,77.94,light rain,1.74,98.78,Hotel Syariah CN Darussalam
1651,Hidalgotitlan,MX,80.6,scattered clouds,17.78,-94.63,
1656,Cateel,PH,76.89,heavy intensity rain,7.79,126.45,Edar's Place
1657,Niteroi,BR,84.2,broken clouds,-22.88,-43.1,OYO Viareggio Hotel - Niterói
1658,Mutis,CO,78.98,light rain,6.23,-77.4,Paraiso Escondido
1659,Jizan,SA,84.2,few clouds,17.33,42.67,شهدان. ابوالحجر
1661,Miramar,US,84.0,broken clouds,25.99,-80.23,Stadium Hotel
1667,San Pedro Buenavista,MX,77.0,few clouds,16.08,-93.12,
1673,Manoel Urbano,BR,93.04,overcast clouds,-8.84,-69.26,Baixada Beira Rio
1674,Cacoal,BR,83.79,overcast clouds,-11.44,-61.45,Hotel BR 364
1675,Salinopolis,BR,86.61,scattered clouds,-0.61,-47.36,Salinas Park Resort Maçarico AP101
1677,Pak Phanang,TH,79.2,overcast clouds,8.35,100.2,Green Park Inn Hotel
1679,Santiago,CL,84.99,clear sky,-33.46,-70.65,Hotel Panamericano
1685,Pitimbu,BR,86.0,broken clouds,-7.47,-34.81,Reserva do Abiaí
1686,Abengourou,CI,78.28,light rain,6.73,-3.5,Hotel des Princes
1688,Kumo,NG,89.6,haze,10.04,11.21,Ajegunle Lodge(corpers Lodge)
1693,Finschhafen,PG,78.76,moderate rain,-6.6,147.87,Cossam Guest House
1701,Micheweni,TZ,79.5,scattered clouds,-4.97,39.83,
1703,Menongue,AO,78.84,broken clouds,-14.66,17.69,Ritz Lauca
1706,Itapicuru,BR,87.75,broken clouds,-11.32,-38.23,
1710,Mumford,GH,81.28,light rain,5.26,-0.76,Spanish Villa
1715,Mpika,ZM,79.81,few clouds,-11.83,31.45,Melodies Lodge
1716,Pemba,MZ,80.6,few clouds,-12.97,40.52,Guesthouse Samotina
1720,Jawhar,SO,78.3,scattered clouds,2.78,45.5,cosoble spare parts
1723,Nicoya,CR,80.6,scattered clouds,10.15,-85.45,Guayacan Real
1726,Ranong,TH,76.06,scattered clouds,9.97,98.63,Tinidee Hotel@Ranong
1739,Tamiahua,MX,79.21,few clouds,21.27,-97.45,Mission Of The Sun Hotel
1750,Mitsamiouli,KM,79.75,scattered clouds,-11.38,43.28,Foyer ADM
1752,Frontera,MX,81.0,clear sky,26.93,-101.45,Fiesta Inn Monclova
1753,Kulhudhuffushi,MV,83.95,broken clouds,6.62,73.07,Haajy Guest House 1
1756,Kibala,TD,91.4,clear sky,9.11,18.35,
1759,Navrongo,GH,91.78,overcast clouds,10.9,-1.09,Azakka Hotel
1760,Paulo Afonso,BR,88.63,broken clouds,-9.41,-38.21,Pousada Ilha Bela
1765,Puerto Concordia,CO,91.96,light rain,2.62,-72.76,Hotel El Jardín
1769,Mapiripan,CO,88.36,light rain,2.89,-72.13,Monserrate
1770,Miri,MY,77.0,moderate rain,4.41,114.01,"Mega Hotel, Miri"
1771,Fernandez,AR,81.0,overcast clouds,-27.92,-63.89,Cordoba Hunting
1776,San Buenaventura,MX,81.0,clear sky,27.08,-101.53,Hotel Gran Plaza
1782,Marica,BR,82.4,broken clouds,-22.92,-42.82,Marica Hills
1785,Montepuez,MZ,82.15,broken clouds,-13.13,39.0,RESIDÊNCIAL LANCHONETE
1789,Ankpa,NG,81.81,broken clouds,7.37,7.63,AA Suites
1793,Mangochi,MW,83.7,broken clouds,-14.48,35.26,Eunice Guesthouse
1794,Santo Antonio Do Ica,BR,81.5,overcast clouds,-3.1,-67.94,Hotel Fogaça
1801,Chibombo,ZM,84.78,few clouds,-14.66,28.07,Chibombo District Council Guest House
1805,Muli,MV,84.18,moderate rain,2.92,73.57,Medhufushi Island Resort
1806,Temixco,MX,75.2,clear sky,18.85,-99.23,Parador De Manolos Hotel
1808,Palm City,US,82.0,broken clouds,27.17,-80.27,Clarion Inn Federal Hwy 1
1811,Castro Alves,BR,84.6,broken clouds,-12.77,-39.43,Hotel e Restaurante do Poeta
1814,Inirida,CO,87.6,light rain,3.87,-67.92,Fuente del Guania Hotel de Lujo
